title,author,place_production,date,extents,credits_note,subjects,summary,detail,link
YOUTH GOES HOSTELLING.,,[Place of production not identified]  : ,1953,['(11.51 mins) : '],,Leisure and Recreation -- Tourism and Travel -- Perth -- promotional,"Two men on a youth hostelling holiday; they visit Monachyle and Killin hostels where they are seen preparing their meals, and taking part in various hostel duties.   ","silent, black and white",http://movingimage.nls.uk/film/1885
SCHOOLBOY HOSTELLERS.,,[Place of production not identified]  : ,1951,['(10.57 mins) : '],"Director, filmed by Charles McKenzie.",Leisure and Recreation -- Tourism and Travel -- Clackmannanshire -- Stirlingshire -- West Lothian -- promotional,"A group of young people on a cycling holiday in Scotland, staying in various youth hostels.  They visit Dunblane, Doune and Callander, climb Ben A'an, walk in Glen Finglas and cycle across the Duke's Pass.  ","silent, black and white",http://movingimage.nls.uk/film/1886
[GLENCOE AND NEVIS].,,[Place of production not identified]  : ,1949,['(11.36 mins) : '],,"Sporting Activities -- Highlands, the -- amateur",Groups of climbers are seen hillwalking and rockclimbing in the Highlands in the Glencoe / Ben Nevis area.  ,"silent, colour",http://movingimage.nls.uk/film/1887
LOCH LOMOND AND THE TROSSACHS.,,[Place of production not identified]  : ,1949,['(11.20 mins) : '],"Producer, SEFA (Glasgow Group).",Canoeing -- Landscapes and Seascapes -- Leisure and Recreation -- Tourism and Travel -- Water and Waterways -- Argyllshire -- Dunbartonshire -- Perth -- amateur -- educational,"Hostels at Loch Ard, Inverbeg and Rowardennan, with footage of hostellers climbing Ben Lomond and the Cobbler, canoeing on Loch Lomond and enjoying a dance. ","silent, colour",http://movingimage.nls.uk/film/1889
(HOSTEL SKI TRIP).,,[Place of production not identified]  : ,1949,['(10.38 mins) : '],,Sporting Activities -- Invernesshire -- amateur,A group of hostellers on a ski-ing trip to Glenmore where they are seen skiing and sledging. ,"silent, colour",http://movingimage.nls.uk/film/1891
"PATHE SUPER SOUND GAZETTE No 38/17, PICK-A-BACK PLANE DEMONSTRATION FLIGHT.",,[Place of production not identified]  : ,1938,['(1.07 mins) : '],"Producer, Pathe Gazette.",Transport -- Water and Waterways -- Dundee -- newsreel,Footage of a demonstration of the two aircraft in flight over the Firth of Tay.  [The Mercury Maia aircraft flew from Dundee to Cape Town in 1937]. ,"silent, black and white",http://movingimage.nls.uk/film/1893
ST. KILDA.,"MacLEAN, William J. ‘Mac’",[Place of production not identified]  : ,1957,['(22.23 mins) : '],"Producer, Film Unit, Edinburgh University.",Birds -- Environment -- Outer Hebrides,"A depiction of St. Kilda after its evacuation, showing the remains of the village buildings, the naval encampment and the animal and bird life on the island.  ","mute, colour",http://movingimage.nls.uk/film/1896
BRITISH MOVING PICTURE NEWS (GREEN'S NEWSREEL: Marriage of Green / McMahon).,Green’s Film Service / Green’s Topical Productions,[Place of production not identified]  : ,1920,['(1:07 mins) : '],"Producer, Green's Film Service.","Ceremonies -- Employment, Industry and Industrial Relations -- Leisure and Recreation -- Glasgow -- newsreel","A compilation reel including footage of the fairground ride called ""The Whip"", possibly at Green's Amusements at the Carnival in the Gallowgate, Glasgow.  The film also shows the marriage in 1920  of Edward MacMahon to Mary Frances Green, daughter of Geor","silent, black and white",http://movingimage.nls.uk/film/1900
"WEE DRAM, a.",,[Place of production not identified]  : ,1959,['(24.50 mins) : '],"Producer, Chetwynd Films Limited.","Art and Artists, general   -- Food and Drink -- Peat and Peat Cutting -- Highlands, the","The distillation process of Scotch Whisky sponsored by the Scotch Whisky Association and made by a Canadian company Chetwynd Films Limited, with a Canadian presenter.","sound, colour",http://movingimage.nls.uk/film/1901
TIME WAS THE BEGINNING.,,[Place of production not identified]  : ,1959,['(18.46 mins) : '],"Director, d. John Green ; Producer, Ace Film Production.","Food and Drink -- Media, Communication and the Creative Industries -- Peat and Peat Cutting -- Argyllshire -- Edinburgh -- Highlands, the",An explanation of whisky distillation with the backdrop of Highland scenery.,"sound, colour",http://movingimage.nls.uk/film/1902
"JOB TO BANK ON, a.",,[Place of production not identified]  : ,1974,['(16.45 mins) : '],"Producer, Grange Film Productions.","Cafeterias and Canteens -- Employment, Industry and Industrial Relations -- Edinburgh",Bank of Scotland employees describe their jobs and give reasons for working with the bank. Includes shots of the Bank's computer system and leisure events.,"sound, colour",http://movingimage.nls.uk/film/1904
PORTRAIT OF THE ROYAL BANK.,,[Place of production not identified]  : ,1979,['(21.06 mins) : '],"Director, d. Dave Walker ; Producer, Cinecosse.","Employment, Industry and Industrial Relations -- Edinburgh","The various services offered by the Royal Bank of Scotland including the mobile bank in Skye, and its international division in Glasgow.","sound, colour",http://movingimage.nls.uk/film/1905
ALL TO YOUR CREDIT.,,[Place of production not identified]  : ,1978,['(18.39 mins) : '],"Director, d. Anthony Squire ; Producer, Wadlow Grosvenor Productions.","Emotions, Attitudes and Behaviour -- Employment, Industry and Industrial Relations -- Home Life","An illustration of the various uses of credit cards, showing the banks and shopping chains where it could be used. This film uses dramatised scenes to explore attitudes to credit.","sound, colour",http://movingimage.nls.uk/film/1906
WELCOME TO SCOTLAND.,,[Place of production not identified]  : ,1978,['(25.00 mins) : '],"Director, d. Andrew Homes ; Producer, Viz Limited.","Buses and Coaches, general -- Tourism and Travel -- Transport -- Aberdeenshire -- Kinrosshire -- documentary",A tourist film promoting Scotland. The film follows several couples of different nationalities as they tour around Scotland and its islands.,"sound, colour",http://movingimage.nls.uk/film/1908
FROM THE PROJECTION BOX.,,[Place of production not identified]  : ,1939,['(1.26 mins) : '],,"Media, Communication and the Creative Industries -- advertising",Advertising film made for Cadburys confectionery - as sold in cinemas.  ,"silent, black and white",http://movingimage.nls.uk/film/1909
(EDINBURGH'S HOUSING CONDITIONS).,,[Place of production not identified]  : ,1972,['(9.15 mins) : '],"Producer, Dolphin Films Production.",documentary,"A documentary on the poor housing conditions in the tenements and flats in Leith. Tenants speak about the problems they have with the fabric of their buildings, council departments and raising children in those conditions.","sound, black and white",http://movingimage.nls.uk/film/1910
FLOODTIDE.,,[Place of production not identified]  : ,1949,['(90 mins) : '],"Director, d. Frederick Wilson .","Ships and Shipping -- Dunbartonshire -- Glasgow -- Gorbals, the","Set in Clydeside, the film tells the story of a farmer's son who loved ships, came to the Clyde and worked his way up in the shipyard from apprentice to chief designer. ","sound, black and white",http://movingimage.nls.uk/film/1911
"(WILLIE GALLACHER, FUNERAL PROCESSION).",,[Place of production not identified]  : ,1965,['(1.20 mins) : '],"Director, [filmed by Harry Scott].",Politics -- Renfrewshire -- amateur,"Shots of funeral procession for Willie Gallacher, in his home town of Paisley. [See also ref. 2508].","silent, colour",http://movingimage.nls.uk/film/1912
WINTER ON THE FARM.,Elder Dalrymple Productions / Elder Films,[Place of production not identified]  : ,1935,['(2.40 mins) : '],"Producer, Elder Dalrymple Productions Ltd..",Agriculture -- Animals -- Education -- educational,An educational film showing jobs required to help animals through winter months on a mixed farm.,"silent, black and white",http://movingimage.nls.uk/film/1913
HAYMAKING.,Elder Dalrymple Productions / Elder Films,[Place of production not identified]  : ,1936,['(4.15 mins) : '],"Producer, Elder Dalrymple Productions Ltd..",Agriculture -- Animals -- educational,Horse-drawn mowing and raking machines at work in a field.,"silent, black and white",http://movingimage.nls.uk/film/1915
MODERN BAKERY.,,[Place of production not identified]  : ,1934,['(4.20 mins) : '],"Producer, Elder-Dalrymple Productions Limited.","Employment, Industry and Industrial Relations -- Food and Drink -- Glasgow -- educational",Shot inside a bakery where the ingredients and processes are shown in the baking of loaves of bread.,"silent, black and white",http://movingimage.nls.uk/film/1917
MODERN BAKERY.,,[Place of production not identified]  : ,1946,['(5.47 mins) : '],"Producer, Pathe Production.",Agriculture -- Education -- Food and Drink -- educational,"Shots of the harvesting of wheat, the baking of bread in a bakery and selling the final product in a baker's shop.","silent, black and white",http://movingimage.nls.uk/film/1918
CHILDREN'S GALA DAY 1953.,,[Place of production not identified]  : ,1953,['(12.40 mins) : '],"Director, filmed by West Pilton Community Association.","Celebrations, Traditions and Customs -- Ceremonies -- Food and Drink -- Sporting Activities -- Edinburgh -- amateur","Amateur footage of West Pilton's Children's Gala Day, Edinburgh, including procession of children through the streets of Pilton, the crowning of the Gala Queen and races. ","silent, black and white",http://movingimage.nls.uk/film/1922
GEORGE THE BLOOD DONOR.,,[Place of production not identified]  : ,1948,['(15.46 mins) : '],"Director, filmed by George Maran .",Education -- Healthcare -- Institutional Care -- sponsored -- promotional -- medical,"Story about George who registers as a blood donor, giving blood despite his fears. The procedure of giving blood is shown step by step, and care taken of donors. George's blood is kept in one bottle, which is followed through its processing to donation to","silent, black and white",http://movingimage.nls.uk/film/1927
"[TRIP TO SKYE, ORKNEY AND SHETLAND].",,[Place of production not identified]  : ,1932,['(15.38 mins) : '],"Director, [filmed by the Duchess of Montrose].",Landscapes and Seascapes -- Tourism and Travel -- Inner Hebrides -- Orkney Islands -- Shetland Islands -- amateur,"Ploughing on Skye, the launching of a lifeboat on Shetland, Lerwick's fishing and wool industries, and the Pictish dwellings at Skara Brae, Orkney.","silent, black and white",http://movingimage.nls.uk/film/1928
"[CUMNOCK CELEBRATION, JUNE 1951].",,[Place of production not identified]  : ,1951,['(26.04 mins) : '],"Director, [filmed by John Nimmo].","Celebrations, Traditions and Customs -- Leisure and Recreation -- Sporting Activities -- Ayrshire -- amateur","Festivities at the Cumnock Celebration including a BBC variety concert, a fireworks display, an angling competition, and a carnival.","silent, colour",http://movingimage.nls.uk/film/1929
"MIGHTY CUNARDER LAUNCHED, the.",,[Place of production not identified]  : ,1934,['(2.50 mins) : '],"Producer, Fox Photos.",Ceremonies -- Ships and Shipping -- Dunbartonshire -- newsreel,"The launch of the ""Queen Mary"" from John Brown's Shipyard at Clydebank.  ","silent, black and white",http://movingimage.nls.uk/film/1930
"FARMER IN THE FIELDS, a.",,[Place of production not identified]  : ,1936,['(3.07 mins) : '],"Producer, Elder Dalrymple Films].",Agriculture -- educational,"The ploughing, sowing, harrowing and rolling of fields using horse-drawn ploughs and hand sowing methods. [See also ref. 2161].","silent, black and white",http://movingimage.nls.uk/film/1931
"SOVEREIGN ""SCOTCH"", the.",,[Place of production not identified]  : ,1928,['(5.44 mins) : '],"Producer, Morgan Film Services Limited.","Food and Drink -- Media, Communication and the Creative Industries -- Edinburgh -- advertising","An advertising film for King George IV whisky, shot in the company's Edinburgh bottling stores.","silent, black and white",http://movingimage.nls.uk/film/1932
DUNDEE POLICE SPORTS.,,[Place of production not identified]  : ,1921,['(3:56) : '],"Director, filmed by C.F. Partoon, Dundee.","Crime, Punishment and Law Enforcement -- Highland Games -- Leisure and Recreation -- Sporting Activities -- Angus -- Dundee","Coverage of Police Sports day at Dens Park Stadium in Dundee, 13th August 1921.  Includes shots of a women's football team, a pillow fight, gymnastic display, hammer throwing and a display of Highland dancing. [Shots throughout of Dens Park Stadium's Prov","silent, black and white",http://movingimage.nls.uk/film/1933
